Report_ID,Date,Location,Department,Category_Tag,Ground_Truth_Severity,Report_Text
9B597A19-8,2024-09-20,Security Desk,Logistics,Behavioral,Ordinary,"Following up on a previous ticket, someone was wearing earbuds in both ears while at their desk. Not a huge deal but should be fixed when there is time. No action taken, just reporting it for the record."
88E22C3D-D,2024-11-03,Hazardous Waste Bay,Facilities,Minor Maintenance,Ordinary,I was walking back from the breakroom and the yellow paint on the pedestrian walkway lines is starting to fade Looks a bit untidy and unprofessional Sent a quick email to facilities about it
C6673633-2,2026-04-30,Production Line 2,Manufacturing,Minor Maintenance,Ordinary,"While operating the equipment, one of the fluorescent overhead lights is flickering annoyingly. Not a huge deal but should be fixed when there is time. Wiped it up with a paper towel on my way past."
F87357AF-D,2024-05-03,Welding Bay,Sanitation,Housekeeping,Ordinary,"just before heading home, the paper shredder bin is slightly overflowing onto the carpet. annoying squeak, but harmless. sent a quick email to facilities about it."
D05F666F-1,2025-08-04,Mezzanine Level,Operations,Minor Maintenance,Ordinary,"While doing some cleanup, the door hinge to the breakroom is squeaking quite loudly. Reminded them politely to fix it next time."
A3E6A93C-9,2024-03-28,Visitor Parking Lot,Quality Assurance,Housekeeping,Ordinary,"While operating the equipment, there were a few scattered zip ties left on the floor near the racks. Just wanted to note it for the next routine maintenance cycle. Flattened the mat out with my foot and kept walking."
B8B13D07-3,2026-04-18,Hallway C,Health & Safety (EHS),Behavioral,Ordinary,"just after lunch, someone forgot to push their ergonomic chair back in under the desk put in a low-priority work order in the system"
A39B6764-A,2026-03-27,Loading Dock South,R&D,Behavioral,Ordinary,people were talking quite loudly near the designated quiet zone Not a huge deal but should be fixed when there is time Wiped it up with a paper towel on my way past
E7B08D07-C,2024-11-30,Freight Elevator,Engineering,Minor Slip/Trip,Ordinary,"Doing a random spot check, a few drops of water were on the floor near the breakroom sink. Not a huge deal but should be fixed when there is time. Left a sticky note on it for the janitorial staff."
F2C85D17-F,2024-05-28,Production Line 2,Admin,Housekeeping,Ordinary,a wet mop was left leaning against teh wall instead of being hung up. It's just a minor inconvenience. Put in a low-priority work order in teh system.
D543C6E2-C,2025-11-13,Maintenance Shop,R&D,Housekeeping,Ordinary,"During the mid-day inspection, the paper shredder bin is slightly overflowing onto the carpet. Someone might stub their toe if they aren't looking. I just picked it up myself and threw it away."
80AB03C6-2,2026-02-23,Main Office,R&D,Chemical/Hazmat,Critical,"While unloading the delivery truck, a very strong ammonia smell was making everyone's eyes water in the sector We could be facing a massive environmental spill fine"
DDC80ED0-9,2026-09-16,Security Desk,Fleet Management,Behavioral,Ordinary,"While operating the equipment, an employee was walking while texting in the admin corridor."
9A86F4DE-0,2026-08-22,Production Line 2,Admin,Minor Maintenance,Ordinary,"While operating the equipment, the bathroom sink faucet has a slow, steady drip. Put in a low-priority work order in the system."
C415E2C7-D,2025-05-07,Hallway C,Operations,Minor Maintenance,Ordinary,"During my routine walkthrough, one of the fluorescent overhead lights is flickering annoyingly."
7C924056-0,2025-11-16,Chemical Storage,Sanitation,Minor Slip/Trip,Ordinary,"a stray paperclip was on teh ground in teh hallway. Annoying squeak, but harmless. I just picked it up myself and threw it away."
0611C4F3-7,2026-09-10,Freight Elevator,IT,Fire/Explosion,Critical,"During my routine walkthrough, the emergency fire doors at the end of the hall were chained and padlocked shut. Immediately shut off the main gas valve and opened the bay doors for ventilation."
C1CE2881-2,2024-03-28,Mezzanine Level,Human Resources,Uncategorized,Ordinary,While unloading the delivery truck the whiteboard in the meeting room wasn't erased after the morning huddle. Someone might stub their toe if they aren't looking. Left a sticky note on it for the janitorial staff.
90DAE986-3,2026-06-21,Warehouse A,Admin,Housekeeping,Ordinary,"while calibrating the sensors, there were a few scattered zip ties left on the floor near the racks. left a sticky note on it for the janitorial staff."
EE4DEA40-F,2024-06-20,Production Line 3,Fleet Management,Slip/Trip/Fall,Critical,"During my routine walkthrough, tehre was a massive hydraulic oil puddle that hadn't been cleaned or marked. This is an immediate OSHA shutdown violation. I confronted teh operator, halted work, and reminded tehm of teh life-saving protocols."
0F4942C5-9,2025-10-20,Loading Dock South,Security,Behavioral,Ordinary,"During the mid-day inspection, someone forgot to push their ergonomic chair back in under the desk. It's just a minor inconvenience."
54A260DB-0,2026-02-15,Warehouse A,Operations,Uncategorized,Critical,"Just before heading home, teh safty guardrail on teh second-story mezzanine had been completely removed. Someone could have easily lost a limb or worse. Put up red caution tape and logged a high-priority, urgent maintnance ticket."
92DC169F-A,2024-04-20,Freight Elevator,Operations,Uncategorized,Ordinary,"Doing a random spot check, someone forgot to push their ergonomic chair back in under the desk Someone might stub their toe if they aren't looking Reminded them politely to fix it next time"
33D1DC53-2,2026-02-27,Warehouse A,Manufacturing,Minor Slip/Trip,Ordinary,While calibrating the sensors an extension cord was temporarily taped across the floor for the vacuum Annoying squeak but harmless Left a sticky note on it for the janitorial staff
C31BAA18-2,2026-01-22,Paint Shop,Facilities,Minor Maintenance,Ordinary,"Responding to a strange noise, one of the fluorescent overhead lights is flickering annoyingly. Just wanted to note it for the next routine maintenance cycle. Flattened the mat out with my foot and kept walking."
180C7290-4,2024-04-12,Security Desk,IT,Minor Slip/Trip,Ordinary,"While unloading the delivery truck, an extension cord was temporarily taped across the floor for the vacuum. Annoying squeak, but harmless. No action taken, just reporting it for the record."
405DFE3B-B,2025-09-26,Assembly Station Alpha,IT,Minor Slip/Trip,Ordinary,"doing a random spot check, a small piece of packing cardboard was left on the floor near the printers. purely a cosmetic issue, but worth logging. i just picked it up myself and threw it away."
34BEE361-3,2025-06-01,Chemical Storage,Quality Assurance,Uncategorized,Ordinary,"At the start of the morning shift, someone left their lunch in the microwave for too long and it smells. Purely a cosmetic issue, but worth logging. Put in a low-priority work order in the system."
9A9B063E-6,2025-02-09,Boiler Room,Operations,Uncategorized,Critical,"While escorting a contractor, someone was grinding metal directly next to teh open paint-thinner vats This is a massive fire hazrd waiting to happen"
F4D1A207-A,2026-03-21,Freight Elevator,Facilities,Minor Maintenance,Ordinary,"walking the perimeter, the soap dispenser in the men's restroom is empty again. flattened the mat out with my foot and kept walking."
CC40CCF6-D,2026-06-30,Maintenance Shop,Human Resources,Minor Slip/Trip,Ordinary,"Just before heading home, an extension cord was temporarily taped across the floor for the vacuum. It's just a minor inconvenience. Flattened the mat out with my foot and kept walking."
5D009E8C-F,2026-01-17,Chemical Storage,R&D,Housekeeping,Ordinary,"while operating the equipment, the blue recycling bin is full and needs to be emptied. just wanted to note it for the next routine maintenance cycle. wiped it up with a paper towel on my way past."
D53BCE48-6,2026-05-05,Chemical Storage,Health & Safety (EHS),Minor Maintenance,Ordinary,"While escorting a contractor, the paint is peeling off the handrail near the back stairs Just wanted to note it for the next routine maintenance cycle Sent a quick email to facilities about it"
B62FA39B-D,2026-07-15,Breakroom,Admin,Housekeeping,Ordinary,"Walking the perimeter, there were a few scattered zip ties left on the floor near the racks Annoying squeak, but harmless Put in a low-priority work order in the system"
A146376C-9,2024-10-29,Production Line 1,Human Resources,Minor Maintenance,Ordinary,"Doing a random spot check, the AC in the admin wing seems to be running a bit warm today Reminded them politely to fix it next time"
1A321BDC-7,2025-08-11,Maintenance Shop,Fleet Management,Minor Maintenance,Ordinary,"While calibrating the sensors, one of the fluorescent overhead lights is flickering annoyingly Someone might stub their toe if they aren't looking Put in a low-priority work order in the system"
D811868D-8,2025-08-30,Maintenance Shop,Security,Minor Slip/Trip,Ordinary,"While unloading the delivery truck, an extension cord was temporarily taped across the floor for the vacuum. Just wanted to note it for the next routine maintenance cycle. No action taken, just reporting it for the record."
5DC458D4-9,2024-02-26,Production Line 1,Facilities,Minor Maintenance,Ordinary,"Responding to a strange noise, one of the fluorescent overhead lights is flickering annoyingly. No action taken, just reporting it for the record."
5E81C971-3,2025-02-22,Hazardous Waste Bay,Sanitation,Minor Slip/Trip,Ordinary,"doing a random spot check, an extension cord was temporarily taped across the floor for the vacuum. annoying squeak, but harmless. sent a quick email to facilities about it."
CF5B8CA9-E,2024-06-03,Warehouse A,Operations,Electrical,Critical,"While conducting the monthly audit, the main emergency electrical disconnect switch was broken off in the 'ON' position. This is a massive fire hazard waiting to happen. I confronted the operator, halted work, and reminded them of the life-saving protocols."
8DEE64E5-B,2026-04-26,Visitor Parking Lot,Quality Assurance,Minor Maintenance,Ordinary,"During the late night shift, the yellow paint on the pedestrian walkway lines is starting to fade. Someone might stub their toe if they aren't looking."
0D714CC1-C,2024-07-15,Warehouse A,Admin,Fire/Explosion,Critical,"I was walking back from the breakroom and someone was grinding metal directly next to the open paint-thinner vats. Evacuated the immediate area, hit the emergency stop, and called security."
49080181-D,2026-03-24,Assembly Station Alpha,Quality Assurance,Uncategorized,Critical,"doing a random spot check, the overhead crane hoist chain was heavily corroded, bent, and missing a safety latch. could result in permanent eye damage or blindness. evacuated the immediate area, hit the emergency stop, and called security."
E25D37E3-0,2025-10-12,Maintenance Shop,Human Resources,Behavioral,Ordinary,"while escorting a contractor, an employee was walking while texting in the admin corridor. just wanted to note it for the next routine maintenance cycle. no action taken, just reporting it for the record."
